geometry_type,surface_area,volume,frontal_area,length,width,height,rear_wing_angle,slant_angle,velocity,reynolds,drag,lift
sedan,10.882,3.67,1.842,4.859,1.648,1.389,1.7,10.9,22.38,7173115,0.26142,0.12132
truck,42.361,25.092,6.502,9.886,2.411,3.695,0.0,4.3,31.32,20424111,0.73782,0.0869
sedan,11.135,2.908,2.13,4.294,1.628,1.425,1.2,19.9,38.78,10984256,0.30249,0.26352
airfoil,1.313,0.181,0.087,0.809,1.101,0.177,0.0,0.7,75.0,4002309,0.00621,0.08455
fsae,7.38,1.267,1.008,3.455,1.607,1.17,31.3,1.6,31.17,7103717,0.92992,-2.81303
truck,46.96,30.357,6.44,12.268,2.595,3.534,0.0,4.3,23.54,19049388,0.67319,0.0704
sedan,9.935,4.016,2.304,4.311,1.636,1.357,0.8,13.7,38.64,10987931,0.25419,0.20223
airfoil,3.92,0.259,0.134,0.893,0.315,0.081,0.0,4.8,68.94,4060912,0.00836,0.53495
airfoil,2.685,0.453,0.067,1.309,1.974,0.187,0.0,4.5,38.27,3304448,0.00804,0.49641
ahmed_body,3.892,0.822,0.082,0.972,0.378,0.292,0.0,20.0,30.72,1969646,0.28759,0.06215
sedan,10.178,3.089,2.24,4.775,1.75,1.423,4.7,15.6,27.28,8592480,0.2541,0.16063
fsae,7.961,1.245,1.129,3.255,1.576,1.115,44.9,1.7,18.48,3967836,0.99196,-3.18421
fsae,7.366,1.307,1.259,3.747,1.684,1.01,29.1,0.2,26.87,6641286,0.9164,-2.70761
wedge,4.447,1.515,1.103,2.239,0.878,0.377,0.0,58.4,12.15,1794449,0.88034,0.33589
suv,14.758,5.582,2.546,4.828,2.083,1.784,0.4,1.8,22.32,7108243,0.37593,0.12489
fsae,5.899,1.413,1.24,4.102,1.398,1.205,31.1,4.0,39.49,10685223,0.942,-2.90085
sedan,9.23,3.48,1.862,4.407,1.653,1.302,4.6,10.2,24.77,7200619,0.26384,0.12008
sphere,7.076,4.836,0.796,0.894,1.269,1.463,0.0,0.0,32.73,1930120,0.10124,0.02433
ahmed_body,4.486,0.958,0.108,1.07,0.416,0.3,0.0,0.3,26.68,1883087,0.2454,0.01336
ahmed_body,4.279,0.909,0.098,1.09,0.378,0.254,0.0,39.4,20.83,1497672,0.349,0.10113
fsae,7.918,1.357,1.217,4.384,1.649,1.022,18.6,2.9,27.91,8071071,0.89163,-2.32787
wedge,3.04,1.256,0.401,0.839,1.405,0.46,0.0,43.0,38.76,2145095,0.70553,0.27239
sphere,7.093,0.909,2.826,0.912,1.464,1.304,0.0,0.0,8.25,496306,0.10955,-0.02024
cylinder,4.159,2.015,1.197,1.61,0.864,0.885,0.0,0.0,21.29,2261009,0.29636,0.00396
sphere,9.258,4.288,0.07,0.915,0.905,0.407,0.0,0.0,13.79,832312,0.10441,0.00711
fsae,6.847,1.17,1.006,3.238,1.638,1.218,20.5,4.5,26.2,5596016,0.88673,-2.36336
sphere,2.565,1.421,2.407,0.292,1.243,0.579,0.0,0.0,31.83,613084,0.10294,-0.02283
cylinder,7.702,0.38,1.405,1.434,0.176,0.674,0.0,0.0,40.7,3849855,0.29898,0.0127
cylinder,6.715,2.212,0.928,0.537,0.533,0.324,0.0,0.0,18.75,664166,0.30794,0.00341
fsae,5.634,1.026,1.048,3.999,1.491,1.299,23.6,4.3,31.57,8327733,0.8834,-2.31065
wedge,2.356,0.583,1.383,0.626,0.407,0.984,0.0,12.0,32.36,1336237,0.41759,0.10804
fsae,7.636,0.888,1.326,3.309,1.456,1.031,20.9,0.9,24.24,5290908,0.88552,-2.27188
sphere,8.686,4.017,2.453,0.219,0.906,0.879,0.0,0.0,48.78,704672,0.10013,-0.0035
fsae,7.757,1.058,1.386,3.432,1.559,1.163,31.1,1.6,17.42,3943631,0.95082,-2.71286
suv,13.004,5.654,2.789,4.803,2.048,1.894,2.6,7.5,22.41,7099949,0.38593,0.11551
wedge,1.706,1.337,0.26,0.979,1.418,0.916,0.0,54.9,30.35,1959937,0.85187,0.33948
ahmed_body,4.241,0.915,0.112,0.918,0.383,0.295,0.0,25.6,52.59,3184540,0.29494,0.10255
ahmed_body,4.142,0.896,0.107,0.95,0.381,0.314,0.0,10.1,55.64,3486675,0.26143,0.05467
cylinder,2.096,1.12,0.367,1.149,0.135,0.952,0.0,0.0,13.75,1042134,0.29675,0.01416
cylinder,1.662,2.132,0.197,0.716,0.957,0.584,0.0,0.0,11.99,566282,0.29843,-0.00295
fsae,6.171,0.875,1.354,4.204,1.476,1.261,35.7,0.6,30.85,8554974,0.96557,-2.918
suv,12.265,4.103,3.048,4.455,2.043,1.647,0.5,5.9,35.55,10446916,0.38176,0.16939
ahmed_body,4.144,0.848,0.091,0.941,0.412,0.289,0.0,32.8,52.72,3272396,0.32598,0.13698
cylinder,7.653,2.581,1.287,2.842,0.41,0.775,0.0,0.0,17.67,3312542,0.29943,0.01668
sedan,11.782,4.031,2.198,4.229,1.771,1.473,3.3,18.4,28.96,8078617,0.30757,0.18161
fsae,6.729,0.986,1.406,4.281,1.484,1.018,22.1,4.0,45.55,12862767,0.89566,-2.35282
sedan,9.906,3.877,1.918,4.796,1.827,1.317,3.5,18.4,28.15,8905501,0.30152,0.18331
fsae,7.474,1.166,1.463,3.698,1.363,1.01,18.0,2.5,34.73,8471737,0.90526,-2.11635
suv,15.418,4.872,3.106,4.747,1.832,1.83,0.6,9.0,21.99,6885655,0.36636,0.09823
ahmed_body,4.37,0.969,0.11,0.903,0.367,0.31,0.0,23.7,27.42,1633263,0.29689,0.08994
airfoil,2.394,0.173,0.029,0.601,1.173,0.186,0.0,7.0,46.4,1839472,0.0108,0.7628
ahmed_body,4.266,0.703,0.083,0.988,0.404,0.303,0.0,11.6,44.89,2925549,0.27089,0.04713
fsae,6.077,0.841,1.288,3.676,1.488,1.209,18.3,4.9,30.33,7354425,0.88692,-2.39051
fsae,6.962,0.855,1.431,4.489,1.336,1.116,44.3,2.5,47.01,13920046,0.98856,-3.30519
fsae,8.455,1.534,1.184,3.247,1.323,1.117,37.5,3.5,17.62,3773888,0.94727,-3.05069
flat_plate,1.012,0.014,1.282,0.032,1.018,1.066,0.0,0.0,14.83,31303,1.25993,0.00544
truck,38.849,31.052,8.599,8.835,2.534,3.889,0.0,0.9,28.53,16626817,0.70769,0.08076
wedge,3.197,0.207,1.26,2.272,0.632,0.302,0.0,30.4,20.56,3081288,0.62882,0.19107
sphere,9.906,1.723,2.715,1.31,0.651,0.924,0.0,0.0,29.44,2543958,0.10331,0.00466
sphere,8.19,4.304,2.024,0.23,0.504,0.396,0.0,0.0,12.76,193588,0.45554,0.01153
wedge,1.436,1.538,0.582,1.793,1.414,0.319,0.0,27.9,26.45,3128288,0.56334,0.18226
truck,32.478,36.788,6.568,14.422,2.527,3.912,0.0,1.6,27.45,26113714,0.68343,0.05033
ahmed_body,3.831,0.673,0.096,0.968,0.411,0.283,0.0,14.4,36.19,2310813,0.25843,0.07734
sphere,8.566,0.699,0.834,0.346,1.108,1.407,0.0,0.0,21.82,498003,0.10452,0.00478
sedan,10.136,4.344,1.99,4.673,1.783,1.428,4.6,19.6,24.92,7681475,0.2982,0.17655
sphere,11.922,2.927,1.952,0.525,0.871,0.42,0.0,0.0,9.58,331761,0.38082,0.01153
ahmed_body,4.203,0.638,0.113,1.151,0.384,0.29,0.0,20.1,27.7,2103080,0.27731,0.08802
sphere,8.448,0.088,1.09,0.532,0.295,0.804,0.0,0.0,17.33,608150,0.09883,-0.00762
airfoil,1.098,0.409,0.058,0.571,1.747,0.243,0.0,8.1,75.31,2836544,0.01276,0.89593
suv,16.974,5.45,3.017,5.185,1.99,1.778,0.5,4.0,37.79,12924878,0.35642,0.16729
cylinder,5.178,0.48,0.179,0.699,0.851,0.281,0.0,0.0,46.52,2144953,0.29445,0.01628
sedan,12.729,4.079,2.194,4.494,1.763,1.406,2.7,18.3,40.54,12017596,0.2938,0.2327
ahmed_body,4.448,0.827,0.092,0.978,0.386,0.304,0.0,27.1,57.36,3700401,0.30073,0.09998
sedan,9.392,3.722,2.199,4.543,1.638,1.338,3.8,18.8,21.33,6391965,0.30045,0.15452
suv,12.781,4.607,2.599,4.462,1.808,1.9,0.2,6.2,35.23,10369146,0.37604,0.15602
cylinder,4.185,2.867,0.291,2.587,0.293,0.467,0.0,0.0,42.28,7214931,0.29337,0.00995
flat_plate,3.775,0.042,0.311,0.039,0.639,1.468,0.0,0.0,21.49,55284,1.23697,0.00179
sedan,12.756,2.547,2.378,4.859,1.781,1.489,0.6,14.5,41.87,13419943,0.24219,0.22801
sedan,8.357,3.668,2.107,4.718,1.726,1.426,4.0,15.0,43.33,13484891,0.25349,0.23554
airfoil,3.09,0.313,0.177,0.66,0.798,0.206,0.0,3.8,68.99,3003522,0.00759,0.41248
airfoil,2.204,0.207,0.125,0.545,1.683,0.22,0.0,2.1,46.61,1675623,0.0064,0.2458
sedan,11.033,3.543,2.122,4.627,1.858,1.346,3.1,10.7,31.28,9547003,0.2667,0.15155
fsae,7.872,1.137,1.294,4.218,1.571,1.13,21.0,3.8,26.84,7467752,0.8771,-2.46805
airfoil,2.828,0.244,0.161,0.524,1.212,0.197,0.0,5.4,75.4,2606174,0.00932,0.59512
wedge,3.439,1.153,0.728,2.416,1.024,0.318,0.0,30.0,27.34,4357087,0.58993,0.2109
sedan,9.052,2.717,1.977,4.616,1.745,1.339,3.9,11.0,26.77,8151077,0.26109,0.15128
fsae,6.013,0.892,1.562,4.115,1.489,1.089,44.6,0.2,37.5,10178925,1.01885,-3.36163
flat_plate,2.597,0.007,2.545,0.042,0.663,1.018,0.0,0.0,17.67,48954,1.22567,0.00301
sedan,12.93,2.75,1.945,4.379,1.825,1.43,1.2,15.1,40.5,11698516,0.24863,0.20275
suv,13.846,6.419,3.059,4.36,1.992,1.787,2.9,1.5,25.09,7215858,0.37261,0.1249
fsae,7.689,1.395,1.508,3.449,1.304,1.04,23.5,0.1,33.37,7591895,0.92457,-2.4325
cylinder,1.254,0.509,0.186,0.946,0.288,0.253,0.0,0.0,28.18,1758462,0.29583,0.01088
sedan,8.244,3.411,2.338,4.867,1.837,1.365,4.0,17.5,20.82,6684099,0.2434,0.14594
suv,12.318,5.027,2.519,4.483,1.888,1.801,0.4,6.6,31.75,9388869,0.38287,0.15125
sphere,9.687,2.455,1.644,0.239,0.177,0.711,0.0,0.0,24.72,389715,0.28803,-0.00465
airfoil,1.961,0.137,0.141,1.852,1.546,0.072,0.0,5.7,68.13,8323005,0.0092,0.63766
sedan,12.655,3.007,1.818,4.381,1.84,1.375,1.3,18.3,42.17,12186462,0.30198,0.23836
truck,40.22,21.377,9.488,9.569,2.498,4.099,0.0,3.3,26.68,16840430,0.70035,0.07873
truck,40.661,40.455,8.275,13.658,2.455,3.646,0.0,3.3,27.41,24694313,0.75339,0.08043
fsae,8.253,1.065,1.315,3.385,1.69,1.195,32.6,1.1,44.15,9858031,0.92999,-2.81364
cylinder,2.076,1.747,0.137,1.856,0.652,0.71,0.0,0.0,11.11,1360169,0.29638,-0.02378
airfoil,2.709,0.092,0.164,1.848,1.879,0.042,0.0,5.9,30.57,3726475,0.00941,0.65393
fsae,8.196,0.832,1.39,3.808,1.588,1.068,26.6,3.5,22.47,5644179,0.90369,-2.70582
wedge,4.108,1.355,0.321,2.387,1.281,0.209,0.0,36.8,48.12,7576678,0.64185,0.23748
truck,44.936,27.05,8.643,13.167,2.595,3.708,0.0,0.6,20.69,17970002,0.67994,0.07766
ahmed_body,4.388,0.872,0.091,1.016,0.382,0.317,0.0,26.0,36.23,2428079,0.30885,0.10943
airfoil,1.906,0.366,0.161,0.799,0.767,0.203,0.0,11.4,24.59,1296003,0.0365,1.22092
cylinder,6.206,1.362,1.793,1.48,0.554,0.603,0.0,0.0,16.8,1640106,0.30771,0.00045
cylinder,7.471,2.5,0.675,2.175,0.682,0.581,0.0,0.0,19.13,2744575,0.30206,-0.01385
sedan,9.777,3.562,1.818,4.402,1.838,1.324,2.8,17.6,43.35,12587513,0.24081,0.23849
airfoil,3.897,0.218,0.042,1.019,1.705,0.033,0.0,4.8,63.06,4238664,0.00859,0.51766
fsae,7.816,1.544,1.577,3.997,1.465,1.008,16.9,4.6,36.12,9523195,0.90691,-2.27728
sedan,8.883,3.224,2.003,4.852,1.762,1.394,4.4,10.0,25.94,8302169,0.25595,0.14134
suv,12.217,4.279,3.053,5.091,1.846,1.648,2.9,3.8,27.24,9147681,0.36828,0.1304
ahmed_body,4.849,0.798,0.09,1.059,0.35,0.316,0.0,18.6,56.63,3955882,0.26912,0.07238
wedge,4.271,1.327,0.36,1.993,0.779,0.659,0.0,39.0,28.79,3784859,0.68852,0.25757
ahmed_body,4.778,0.909,0.086,1.108,0.415,0.305,0.0,17.7,44.92,3283071,0.26043,0.06379
sedan,10.92,3.026,1.976,4.678,1.823,1.402,3.4,14.1,47.91,14783838,0.24924,0.24706
ahmed_body,3.973,0.641,0.108,1.171,0.397,0.314,0.0,32.4,30.78,2377532,0.31702,0.10934
cylinder,1.4,1.279,1.198,0.857,0.909,0.193,0.0,0.0,25.43,1437567,0.29329,0.01843
wedge,5.347,1.121,0.454,1.249,0.333,0.91,0.0,47.2,12.8,1054565,0.76393,0.28982
sphere,6.025,1.04,0.735,0.665,1.412,0.233,0.0,0.0,46.67,2047200,0.10091,0.0095
airfoil,3.322,0.419,0.106,1.187,1.305,0.111,0.0,3.1,23.8,1863496,0.00675,0.33832
airfoil,2.629,0.226,0.148,1.453,1.959,0.037,0.0,7.5,60.62,5810083,0.0115,0.86656
ahmed_body,4.561,0.716,0.086,1.006,0.372,0.292,0.0,34.0,44.67,2964249,0.3373,0.10846
airfoil,1.488,0.392,0.044,0.69,0.939,0.19,0.0,9.9,22.45,1021801,0.01572,1.03303
wedge,3.163,0.945,1.144,1.887,0.926,0.811,0.0,27.3,36.67,4564399,0.54323,0.18077
ahmed_body,4.504,0.732,0.109,0.991,0.389,0.282,0.0,30.6,50.16,3278929,0.31784,0.10049
wedge,3.176,1.876,1.392,1.076,0.827,0.725,0.0,34.0,20.91,1484113,0.65952,0.22857
suv,16.938,6.203,3.012,5.014,1.942,1.697,0.0,6.0,37.81,12505234,0.36024,0.18179
sedan,12.004,4.029,2.106,4.566,1.824,1.43,0.6,11.5,42.73,12869735,0.25336,0.20054
wedge,3.996,0.591,0.435,0.894,1.228,0.457,0.0,20.6,21.64,1276132,0.51408,0.14966
ahmed_body,3.699,0.885,0.107,1.128,0.361,0.257,0.0,36.4,43.81,3259741,0.3412,0.13103
airfoil,0.764,0.257,0.132,1.114,0.777,0.195,0.0,8.0,63.11,4637503,0.01203,0.86457
ahmed_body,4.023,0.997,0.102,1.147,0.416,0.288,0.0,2.4,56.27,4257367,0.25287,0.03758
flat_plate,2.236,0.009,1.784,0.015,0.66,1.992,0.0,0.0,31.77,31435,1.19615,0.0043
wedge,1.383,1.939,0.73,2.103,0.695,0.668,0.0,59.9,35.62,4941218,0.88441,0.35011
sedan,11.645,3.75,1.928,4.546,1.761,1.318,3.5,12.7,37.75,11320020,0.25697,0.20079
fsae,6.946,0.882,1.244,4.096,1.547,1.062,24.5,0.6,34.55,9334881,0.87981,-2.45597
suv,15.286,5.338,2.973,4.45,1.921,1.88,3.0,9.5,23.67,6947988,0.38106,0.14383
ahmed_body,4.339,0.616,0.088,1.157,0.361,0.272,0.0,19.6,37.65,2873420,0.27204,0.07041
sedan,11.276,2.991,2.083,4.257,1.691,1.392,4.0,16.4,24.32,6829172,0.24433,0.16193
fsae,6.16,1.314,1.294,4.464,1.682,1.285,31.8,4.6,47.33,13936749,0.94085,-2.82304
fsae,6.311,1.23,1.054,3.528,1.376,1.041,29.0,1.6,15.96,3714174,0.90528,-2.67677
cylinder,6.28,0.939,0.243,1.086,0.529,0.304,0.0,0.0,29.08,2083172,0.30176,-0.01465
sphere,4.976,4.911,1.361,0.989,0.358,0.489,0.0,0.0,31.42,2049761,0.09732,-0.02011
truck,35.162,28.742,8.721,9.382,2.516,4.055,0.0,2.0,31.79,19673732,0.73298,0.07803
sedan,9.366,3.667,1.988,4.954,1.664,1.317,2.6,13.9,46.91,15329297,0.25125,0.24842
airfoil,2.771,0.118,0.09,0.983,1.163,0.222,0.0,5.9,54.85,3556567,0.00936,0.62954
suv,14.533,6.518,3.104,4.643,1.823,1.82,2.7,6.1,25.48,7803670,0.36489,0.16262
sphere,5.772,2.723,1.81,0.137,1.366,0.532,0.0,0.0,31.17,281681,0.43555,0.00444
truck,43.993,24.289,8.081,15.693,2.564,3.516,0.0,1.9,26.69,27628375,0.69489,0.08103
flat_plate,4.317,0.046,0.596,0.017,1.138,1.759,0.0,0.0,8.05,9027,1.27766,-0.01293
sedan,12.515,2.612,2.244,4.464,1.78,1.481,4.2,10.2,44.57,13124042,0.26409,0.20356
fsae,7.082,1.154,1.487,3.984,1.595,1.022,38.2,3.8,47.98,12608992,0.96823,-2.89025
flat_plate,5.408,0.035,2.056,0.046,1.651,1.66,0.0,0.0,32.41,98342,1.18691,-0.00616
ahmed_body,3.757,0.992,0.098,0.93,0.414,0.251,0.0,24.7,42.59,2612711,0.28547,0.07803
cylinder,1.902,1.649,1.035,2.841,0.413,0.541,0.0,0.0,42.26,7919569,0.29826,-0.00816
cylinder,3.804,2.219,1.275,0.983,0.101,0.105,0.0,0.0,24.22,1570466,0.29665,0.01079
truck,48.058,36.112,7.18,14.314,2.494,4.02,0.0,3.6,34.57,32640830,0.72866,0.06688
wedge,5.196,0.998,0.898,0.837,0.328,0.897,0.0,24.3,43.58,2406099,0.54671,0.18043
ahmed_body,4.949,0.988,0.091,1.062,0.408,0.316,0.0,4.4,52.22,3658156,0.25404,0.02762
fsae,6.472,1.11,1.306,4.109,1.58,1.074,39.2,2.1,30.11,8161081,0.97856,-2.95628
suv,13.17,4.325,3.125,4.904,1.979,1.899,0.3,9.3,22.18,7174850,0.36411,0.13829
fsae,6.446,1.509,1.387,3.666,1.349,1.272,33.7,0.8,27.14,6563011,0.95021,-3.01885
sedan,12.401,4.276,2.329,4.474,1.631,1.469,3.9,13.7,40.9,12070356,0.25596,0.23249
fsae,7.488,1.489,1.413,3.517,1.415,1.228,37.9,3.1,27.99,6493458,0.98602,-3.03594
wedge,5.601,1.302,0.778,0.55,0.592,0.981,0.0,49.0,21.54,781464,0.81408,0.30458
sphere,4.81,0.76,0.173,1.329,0.787,1.427,0.0,0.0,45.6,3997520,0.09649,-0.00029
suv,16.513,5.852,2.653,4.61,1.963,1.804,2.6,4.4,32.76,9961979,0.36913,0.16313
sedan,11.175,3.073,2.044,4.822,1.846,1.313,4.6,10.0,26.75,8508476,0.26135,0.14363
suv,17.822,4.466,2.645,4.738,2.016,1.852,1.7,7.1,23.17,7241389,0.36942,0.13816
sedan,11.717,4.266,2.054,4.159,1.83,1.342,2.3,19.3,21.55,5912035,0.2998,0.14814
sphere,6.958,1.334,0.973,0.164,1.468,0.258,0.0,0.0,31.28,338385,0.36595,-0.0048
wedge,4.306,0.291,1.1,1.534,1.045,0.853,0.0,13.8,13.95,1411563,0.43515,0.12082
wedge,4.816,1.493,1.007,2.023,0.747,0.579,0.0,35.0,39.17,5226973,0.63732,0.21854
suv,14.702,6.126,2.795,4.675,1.835,1.801,0.2,3.3,37.17,11462385,0.36492,0.17615
sphere,5.654,2.903,2.442,0.177,0.97,0.48,0.0,0.0,49.84,581905,0.10372,0.00906
sedan,8.45,3.663,2.301,4.308,1.681,1.301,3.2,19.5,22.32,6342649,0.30341,0.14688
flat_plate,1.175,0.004,0.51,0.047,1.929,1.312,0.0,0.0,9.38,29080,1.21521,-0.00579
cylinder,2.644,1.971,1.152,1.02,0.471,0.516,0.0,0.0,42.97,2891121,0.30126,0.01878
cylinder,6.289,2.533,0.793,1.671,0.81,0.873,0.0,0.0,22.36,2464615,0.29579,-0.00127
fsae,6.061,0.926,1.32,3.807,1.313,1.139,24.5,1.8,38.03,9550146,0.90301,-2.60723
wedge,3.842,1.535,0.567,0.678,1.48,0.403,0.0,18.2,11.93,533545,0.49539,0.15887
airfoil,1.223,0.241,0.076,1.035,1.162,0.202,0.0,8.2,42.3,2887896,0.01245,0.89395
sphere,6.335,3.335,2.612,0.23,1.249,1.346,0.0,0.0,12.94,196319,0.45085,0.00062
wedge,2.363,1.227,1.176,0.73,0.706,0.919,0.0,26.1,29.73,1431590,0.5491,0.18522
cylinder,7.999,0.222,0.194,1.585,0.409,0.332,0.0,0.0,43.17,4513486,0.29046,-0.0095
sphere,3.379,3.744,1.855,0.644,0.918,0.613,0.0,0.0,41.01,1742113,0.09819,-0.01256
cylinder,4.196,0.291,0.267,1.916,0.114,0.756,0.0,0.0,17.33,2190256,0.30202,-0.00743
wedge,4.96,1.544,0.814,1.284,0.405,0.46,0.0,53.7,46.44,3933309,0.82663,0.30457
fsae,6.48,1.12,1.467,4.336,1.63,1.177,43.7,1.8,31.58,9032380,1.0058,-3.34542
sedan,9.833,2.512,1.9,4.699,1.898,1.387,3.1,18.0,27.59,8551808,0.23852,0.17032
sedan,11.892,3.823,2.02,4.216,1.832,1.479,2.1,19.4,20.6,5728865,0.30916,0.16807
sedan,12.892,4.394,2.012,4.89,1.694,1.499,1.5,11.8,48.49,15640904,0.26681,0.22451
suv,15.574,6.902,2.811,4.514,2.025,1.869,1.4,6.6,37.08,11040839,0.37485,0.17016
suv,16.75,6.888,3.038,4.465,1.919,1.633,0.4,1.6,37.76,11121266,0.36648,0.17946
ahmed_body,4.905,0.808,0.085,0.99,0.359,0.315,0.0,18.6,29.57,1931022,0.27907,0.08615
ahmed_body,3.91,0.953,0.094,0.946,0.357,0.318,0.0,4.2,28.9,1803391,0.24845,0.04645
fsae,6.889,1.062,1.498,3.879,1.427,1.011,41.0,2.3,22.49,5754532,0.97964,-3.16927
truck,50.728,39.197,9.227,13.085,2.573,4.173,0.0,1.4,34.32,29622507,0.69883,0.05817
airfoil,2.684,0.171,0.06,1.249,0.603,0.122,0.0,1.3,20.78,1712020,0.00632,0.13773
ahmed_body,4.477,0.778,0.098,1.169,0.381,0.305,0.0,13.5,21.23,1637063,0.25001,0.06891
sedan,10.674,3.987,2.366,4.931,1.865,1.399,2.6,16.5,26.4,8586966,0.23922,0.17592
airfoil,2.665,0.105,0.028,0.852,1.448,0.217,0.0,11.9,51.85,2913997,0.04609,1.37832
truck,54.773,28.289,6.055,8.172,2.549,3.602,0.0,0.1,34.53,18613401,0.73136,0.07612
sedan,10.523,3.72,2.332,4.611,1.849,1.373,2.0,19.1,39.05,11877279,0.28933,0.22404
suv,16.455,4.804,2.68,4.462,1.9,1.732,1.3,7.1,35.46,10436842,0.36042,0.15058
cylinder,4.368,1.454,0.118,1.422,0.119,0.211,0.0,0.0,18.14,1701522,0.298,-0.01019
ahmed_body,4.351,0.907,0.114,1.127,0.372,0.257,0.0,16.2,29.03,2158101,0.26249,0.07299
sedan,11.292,3.744,1.855,4.486,1.678,1.394,2.0,11.2,35.8,10593588,0.26509,0.17897
truck,36.74,37.435,9.657,13.796,2.415,4.186,0.0,0.3,26.95,24525211,0.73564,0.05463
airfoil,2.391,0.132,0.156,1.424,0.889,0.249,0.0,10.3,21.81,2048644,0.01846,1.0832
sphere,7.01,0.372,2.383,1.268,0.143,0.488,0.0,0.0,36.88,3084686,0.10181,-0.00649
sedan,11.125,2.604,2.074,4.876,1.799,1.386,3.2,13.6,34.26,11019245,0.25795,0.18295
suv,16.288,5.939,2.548,4.85,2.029,1.628,2.0,3.0,36.33,11622724,0.3701,0.15845
wedge,5.33,0.323,0.395,0.896,1.264,0.964,0.0,37.5,43.15,2550290,0.68405,0.23619
suv,12.725,6.626,2.672,5.018,1.962,1.718,0.1,8.7,30.4,10062480,0.37953,0.15923
sphere,1.222,4.562,2.825,0.56,1.071,1.306,0.0,0.0,35.02,1293615,0.10148,-0.01166
airfoil,0.51,0.199,0.026,1.996,0.41,0.073,0.0,2.9,63.34,8339488,0.0069,0.31643
sedan,8.364,3.736,2.238,4.213,1.758,1.333,4.6,19.8,27.52,7647873,0.31054,0.19728
sedan,8.72,4.341,1.804,4.781,1.706,1.471,3.6,13.0,40.02,12621083,0.25732,0.19756
sphere,1.017,1.851,1.735,0.846,0.684,1.337,0.0,0.0,43.61,2433645,0.10008,0.01639
wedge,4.67,1.536,0.401,1.198,0.791,0.485,0.0,49.7,15.71,1241463,0.81212,0.3019
truck,32.108,42.315,9.233,14.569,2.441,3.675,0.0,1.4,22.62,21738178,0.71859,0.06608
sphere,2.083,2.025,1.783,1.33,0.738,0.258,0.0,0.0,27.43,2406458,0.10166,0.02317
fsae,5.973,1.51,1.599,3.738,1.441,1.182,27.2,1.4,37.39,9219249,0.93925,-2.55598
fsae,7.647,0.864,1.156,3.24,1.46,1.065,22.8,4.5,26.98,5766174,0.89479,-2.44081
sedan,10.943,4.305,2.047,4.34,1.871,1.459,3.8,18.3,39.51,11310910,0.29954,0.21905
suv,15.217,6.7,2.659,5.125,1.886,1.822,0.3,8.0,41.07,13884152,0.36319,0.16622
sedan,11.086,3.343,1.872,4.935,1.688,1.317,0.7,17.1,32.52,10586161,0.2452,0.19421
fsae,6.323,1.181,1.483,3.705,1.392,1.083,19.9,1.5,19.32,4721675,0.90989,-2.34124
wedge,5.333,0.313,0.459,0.526,0.925,0.749,0.0,46.0,27.59,957278,0.74734,0.26057
wedge,2.106,2.0,0.796,1.432,1.327,0.665,0.0,24.4,48.77,4606770,0.55706,0.1811
cylinder,1.133,2.54,1.517,1.548,0.624,0.519,0.0,0.0,32.95,3364551,0.29686,0.013
fsae,7.403,0.914,1.182,4.402,1.417,1.275,37.4,3.1,40.02,11620583,0.97464,-2.8858
wedge,1.01,0.425,0.945,2.135,0.921,0.459,0.0,27.3,27.58,3884123,0.5741,0.17434
suv,17.391,5.505,2.72,5.151,1.813,1.852,0.8,0.7,28.94,9833109,0.35803,0.14855
cylinder,6.23,1.662,1.995,2.021,0.1,0.885,0.0,0.0,39.16,5220472,0.29395,-0.0024
ahmed_body,3.749,0.785,0.091,1.064,0.373,0.31,0.0,23.0,31.45,2207309,0.29896,0.08728
sedan,11.626,3.739,2.182,4.214,1.876,1.448,4.0,12.7,44.0,12230607,0.25288,0.22863
cylinder,7.205,1.007,0.67,2.272,0.745,0.786,0.0,0.0,26.64,3992485,0.29714,-0.02434
truck,49.952,33.801,7.221,12.351,2.56,3.534,0.0,2.0,27.1,22078635,0.71896,0.08256
fsae,5.906,1.12,1.42,3.71,1.545,1.105,31.1,3.2,16.31,3991431,0.93112,-2.81958
sphere,1.704,4.315,0.237,1.07,0.317,0.844,0.0,0.0,39.06,2756873,0.10058,0.00592
airfoil,3.025,0.191,0.027,0.51,0.605,0.056,0.0,4.5,69.19,2327632,0.00807,0.51346
ahmed_body,4.373,0.647,0.093,1.002,0.397,0.27,0.0,3.1,54.95,3631920,0.26159,0.04085
airfoil,3.605,0.062,0.2,1.457,1.066,0.114,0.0,3.6,62.08,5966396,0.00728,0.39864
ahmed_body,4.279,0.658,0.108,0.958,0.414,0.257,0.0,6.5,21.41,1352954,0.25697,0.05586
sedan,10.509,3.475,2.232,4.062,1.724,1.357,4.6,13.5,33.8,9056438,0.25188,0.17352
sphere,11.394,1.645,1.081,1.378,1.267,1.185,0.0,0.0,17.16,1559794,0.09711,-0.01034
suv,15.396,6.374,2.867,4.897,2.042,1.635,2.3,0.4,36.05,11644911,0.36314,0.16616
wedge,3.613,0.742,0.379,0.6,1.032,0.862,0.0,27.4,10.48,414776,0.58012,0.18039
ahmed_body,3.546,0.65,0.099,1.073,0.394,0.261,0.0,3.7,29.17,2064605,0.24957,0.01042
wedge,2.979,1.984,0.253,1.691,0.959,0.274,0.0,59.2,17.27,1926357,0.90245,0.34194
